id,name,parent_class,section,tags,prerequisites_text,activation_text,effect_text,source_id,source_page,needs_review
changing-viewpoints,Changing Viewpoints,Mentor,Trainer Classes,[],"Prerequisites: Mentor, Intuition as a Mentor Skill",,"The target loses a Tutor Point, and you may change the target's Nature to any other Nature which either raises the same Stat as its current nature, or lowers the same Stat as its current Nature.",core,89,False
corrective-learning,Corrective Learning,Mentor,Trainer Classes,[],"Prerequisites: Mentor, Intimidate as a Mentor Skill",,The target loses one effect gained from a Poké Edge or Feature and refunds all Tutor Points spent on it.,core,89,False
egg-tutor,Egg Tutor,Mentor,Trainer Classes,[],Prerequisites: Move Tutor,Daily - Extended Action,"The target loses 2 Tutor Points, and learns any Move from its Egg Move List. A Pokémon may be targeted by Egg Tutor only one time.",core,88,False
empowered-development,Empowered Development,Mentor,Trainer Classes,[],"Prerequisites: Mentor, Charm as a Mentor Skill",,"The target loses 1 Tutor Point, and gains any three of the following Poké Edges: Skill Improvement, Advanced Mobility, or Capability Training. A Pokémon may be targeted only once by Empowered Development. The target may gain Poké Edges this way even if they do not meet the prerequisites, however, they must still follow other limitations; Advanced Mobility can only improve a Movement Capability once, for example.",core,89,False
expand-horizons,Expand Horizons,Mentor,Trainer Classes,[],Prerequisites: Mentor,At-Will - Extended Action,Your Pokémon gains 3 Tutor Points. A Pokémon may be targeted by Expand Horizons only once.,core,88,False
guidance,Guidance,Mentor,Trainer Classes,[],Prerequisites: Mentor,Static,Your Pokémon's base Move List Limit is increased by +1 (Reminder: The default Move List Limit is 6).,core,88,False
lessons,Lessons,Mentor,Trainer Classes,[],Prerequisites: Mentor,Daily x3 - Extended Action,You may perform any Mentor Lesson for which you qualify.,core,88,False
lifelong-learning,Lifelong Learning,Mentor,Trainer Classes,[],"Prerequisites: Move Tutor, one Mentor Skill at Master",Rank Static,Your Pokémon may have up to 4 Moves from their Move List come from TMs or Move Tutors.,core,88,False
mentor,Mentor,Mentor,Trainer Classes,"[""Class""]","Prerequisites: Two of Charm, Intimidate, Intuition, or Pokémon Education at Novice Rank",Daily x3 - Extended Action,"The target loses 1 Tutor Point, and then learns a move from its tutor list marked with a (N), or any move on its level-up list learned at X Level or lower, where X is the target's current Level plus the sum of your Mentor Skill Ranks. Note that despite being Tutored, these Moves count as if they were ""natural"" for organizational purposes.",core,88,False
move-tutor,Move Tutor,Mentor,Trainer Classes,[],"Prerequisites: Mentor, one Mentor Skill at Expert Rank",Daily - Extended Action,"The target loses 2 Tutor Points, and learns any move from its Tutor List.",core,88,False
versatile-teachings,Versatile Teachings,Mentor,Trainer Classes,[],"Prerequisites: Mentor, Pokémon Education as a Mentor",Skill,"The target loses 1 Tutor Point and may exchange one of its Basic Abilities for any other of its species' Basic Abilities or one of its Advanced Abilities for any of its species' Basic or Advanced Abilities. Note: You may NOT activate Versatile Teachings to reroll Abilities that require a roll to determine characteristics, such as Serpent's Mark and Color Theory.",core,89,False
cacophony,Cacophony,Musician,Trainer Classes,"[""+Special Attack""]","Prerequisites: Mt. Moon Blues, Adept Charm or Focus",Static,You learn the Moves Screech and Metal Sound.,core,164,False
mt-moon-blues,Mt. Moon Blues,Musician,Trainer Classes,"[""+Special Attack""]",Prerequisites: Musician,Static,You learn the Moves Sing and Supersonic,core,164,False
musical-ability,Musical Ability,Musician,Trainer Classes,"[""+Special Attack""]",Prerequisites: Musician,Static,Choose Drown Out or Soundproof. You gain the chosen Ability.,core,164,False
musician,Musician,Musician,Trainer Classes,"[""Class"", ""+Special Attack""]","Prerequisites: Novice Charm, Novice Focus",Static,You may use Musician Songs.,core,164,False
noise-complaint,Noise Complaint,Musician,Trainer Classes,"[""+Special Attack""]","Prerequisites: Cacophony, Expert Charm or Focus",Static,You learn the Moves Uproar and Hyper Voice.,core,164,False
power-chord,Power Chord,Musician,Trainer Classes,[],"Prerequisites: Noise Complaint, Master Charm or",Focus Scene x2 - Free Action,"Make a Charm or Focus Check, and add your Special Attack. Foes in the area of effect take Special Normal-Type Damage equal to the result.",core,164,False
voice-lessons,Voice Lessons,Musician,Trainer Classes,"[""+Special Attack""]",Prerequisites: Noise Complaint,Static,"You and your Pokémon's Moves with the Sonic keyword gain the Friendly keyword. Voice Lessons may not affect the Move Perish Song. Additionally, whenever your Pokémon use a Move with the Sonic Keyword in a Contest, they may roll +1d6.",core,164,False
genjutsu,Genjutsu,Ninja,Trainer Classes,"[""+Speed""]","Prerequisites: Ninja, Adept Stealth",At-Will - Standard Action,"You form an Illusion around yourself. This Illusion may be used to hide yourself in a shroud of darkness if in darkness, or to make yourself look like a mundane object (such as a crate, potted plant, or similar). The Illusion can even fool Aura, concealing you from Aura Sight for its duration. However, the Illusion requires complete concentration, and is broken if you take any actions at all. Anyone that interacts with the Illusion directly may make an Occult Education or Intuition Check with a DC equal to 10 plus your Stealth Rank; if they succeed, the Illusion is broken.",core,184,False
ninja,Ninja,Ninja,Trainer Classes,"[""Class"", ""+Speed""]","Prerequisites: Novice Stealth, Novice Combat",Static,You learn the Moves Double Team and Poison Powder.,core,184,False
ninjas-arsenal,Ninja's Arsenal,Ninja,Trainer Classes,[],"Prerequisites: Ninja | Prerequisites: Ninja, Adept Stealth",At-Will - Extended Action,"You may craft an Antidote, Smoke Ball, Caltrops, or Toxic Caltrops for $100. Poison Weapons [+Speed] [Weapon] 1 AP - Free Action The attack or Move Poisons its targets on 16+, and you may have it deal Poison-Type Damage if you wish.",core,184,False
utility-drop,Utility Drop,Ninja,Trainer Classes,"[""+Speed""]","Prerequisites: Ninja's Arsenal, Expert Stealth",At-Will - Swift Action,"You may use a Smoke Ball, Caltrops, or Toxic Caltrops as a Free action during your Shift. Instead of the Move's usual area of effect, you leave one square of Smokescreen, Spikes, or Toxic Spikes on each square you leave as you Shift. Once you place 8 meters of Smoke, Spikes, or Toxic Spikes you may not place any more.",core,184,False
weightless-step,Weightless Step,Ninja,Trainer Classes,"[""+Speed""]","Prerequisites: Ninja, Expert Stealth | Prerequisites: Poison Weapons, Master Stealth",Static,You gain the Infiltrator Ability. Kinjutsu [+Speed] Static You learn the Moves Substitute and Toxic.,core,184,False
divination,Divination,Oracle,Trainer Classes,"[""+Special Defense""]",Prerequisites: Oracle,Daily x3 - Extended Action,You may perform an Augury or Scrying.,core,186,False
mark-of-vision,Mark of Vision,Oracle,Trainer Classes,"[""+Special Defense""]","Prerequisites: Oracle, Adept Perception",Bind 1 AP - Extended Action,"You mark the target with a mystical power which allows you to close your eyes and focus to perceive the world with their senses from their perspective. You may Bind this Ability multiple times, each time on a different target, but you may only concentrate on one Mark of Vision at a time, and you may only have a number of Marks at one time equal to half your Perception Rank. A target may choose to end this effect at any time, or to deny you access to their senses temporarily without ending the effect entirely. You have a rough sense of how far away and in what direction marked targets are.",core,186,False
oracle,Oracle,Oracle,Trainer Classes,"[""Class"", ""+Special Defense""]","Prerequisites: Mystic Senses, Novice Perception",Static,You gain the Pickup Ability.,core,186,False
prescience,Prescience,Oracle,Trainer Classes,"[""+Special Defense""]","Prerequisites: Unveiled Sight, Master Perception",Scene - Free Action,The attack instead misses.,core,186,False
small-prophecies,Small Prophecies,Oracle,Trainer Classes,"[""+Special Defense""]","Prerequisites: Divination, Adept Perception",1 AP - Swift Action,"Roll 1d20 and note the result. Until the end of your next turn, you may choose to replace a single d20 roll you or a willing ally makes with the noted result.",core,186,False
two-second-preview,Two-Second Preview,Oracle,Trainer Classes,"[""+Special Defense""]","Prerequisites: 3 Oracle Features, Expert Perception",Static,You gain the Instinct Ability.,core,186,False
unveiled-sight,Unveiled Sight,Oracle,Trainer Classes,"[""+Special Defense""]",Prerequisites: Oracle,Static,"You can see through Illusions. This means you can spot Illusions from the Illusionist capability, Illusion Ability, and Genjutsu Feature as being fake. You are immune to Moves with the Illusion keyword, Double Team cannot be activated against you, and you bypass Substitutes. As a Standard Action, you can create a Burst 4, dispelling all Illusion effects within.",core,186,False
enchanting-gaze,Enchanting Gaze,Provocateur,Trainer Classes,"[""+Speed""]","Prerequisites: Quick Wit, two Provocateur Skills at",Expert Rank. 2 AP - Standard Action,Choose a Manipulate Maneuver effect; apply that Effect to all foes in a Cone 2. This ignores Frequency Limitations with that Maneuver and automatically succeeds against all targets without an opposed roll.,core,167,False
mixed-messages,Mixed Messages,Provocateur,Trainer Classes,"[""+Speed""]","Prerequisites: Provocateur, two Provocateur Skills at",Adept Rank Static,You learn the Moves Lovely Kiss and Torment.,core,166,False
play-them-like-a-fiddle,Play Them Like a Fiddle,Provocateur,Trainer Classes,"[""+Speed""]","Prerequisites: Powerful Motivator, a Provocateur Skill",at Expert Rank. Scene x3 - Swift Action,The Move gains additional effects as listed below. You may use the effects of each Move only once per Scene.,core,167,False
powerful-motivator,Powerful Motivator,Provocateur,Trainer Classes,"[""+Speed""]","Prerequisites: Provocateur, two Provocateur Skills at",Adept Rank Static,"Baby-Doll Eyes, Confide, Leer, and your Provocateur Moves gain additional effects. These effects occur whether the Move hits or misses.",core,166,False
provocateur,Provocateur,Provocateur,Trainer Classes,"[""Class"", ""+Speed""]","Prerequisites: One of Confidence Artist, Intimidating Presence, or Charmer",Static,You learn the Moves Sweet Kiss and Taunt.,core,166,False
push-buttons,Push Buttons,Provocateur,Trainer Classes,"[""+Speed""]",Prerequisites: Provocateur,Static,"Your Social Moves' Frequency is not Expended if they miss. You gain the Demoralize Edge, even if you do not meet the prerequisites. Its effects for Status Moves now trigger on 18+, and Social Moves that activate this ""Crit"" Range cause their targets to lose a tick of Hit Points. If you already have Demoralize, you may gain another Edge for which you meet the prerequisites.",core,166,False
quick-wit,Quick Wit,Provocateur,Trainer Classes,"[""+Speed""]","Prerequisites: Provocateur, a Provocateur Skill at Adept",Rank. Scene x3 - Swift Action,"You may make a Manipulate Maneuver or use a Social Move you know, Frequency allowing.",core,166,False
ancient-heritage,Ancient Heritage,Researcher,Trainer Classes,[],Prerequisites: Fossil Restoration,At-Will - Extended Action,"The target loses 2 Tutor Points and learns Ancient Power. If the target has Ancient Power in its Level-Up List, Ancient Heritage costs no Tutor Points. As a static effect, whenever your Pokémon use Ancient Power, its activated effect occurs on 18+ and you may always choose whether it deals Physical or Special Damage, using the appropriate attack Stat.",core,146,False
breadth-of-knowledge,Breadth of Knowledge,Researcher,Trainer Classes,[],Prerequisites: Novice General Education,Static,"You gain three Skill Edges for which you qualify. These Edges must be used to gain a Skill Edge with an Education Skill, or to gain an Edge that has an Education Skill as a Prerequisite that you meet.",core,140,False
